id	titlescore	titlestd
1r3dev	null	null
1mpd52	null	null
zyyvk	null	null
pcu7k	null	null
1qrqi6	null	null
1fejwo	null	null
1lr0qm	null	null
13vy38	null	null
1rgv94	null	null
1phivy	null	null
196lzg	null	null
1qjndn	null	null
1qn88u	null	null
1qyr29	null	null
lr9fe	null	null
1azn9w	null	null
1r6pws	null	null
yr3ml	null	null
1gj6zq	null	null
1pmepm	null	null
1pi69x	null	null
1rcfp5	null	null
1qztu8	null	null
18r24j	null	null
1r3met	null	null
va63y	null	null
1jhjev	null	null
1ds22y	null	null
1c2dvo	null	null
1ro1kw	null	null
1rly28	null	null
1lcume	null	null
1ri652	null	null
1p77zy	null	null
1pz2y2	null	null
jjcfl	null	null
1rappv	null	null
1r80f1	null	null
1r36co	null	null
1kzqri	null	null
1qje3c	null	null
y03e9	null	null
11ul4q	null	null
1q9ar7	null	null
1k1hcn	null	null
14yb8p	null	null
ydhv6	null	null
1jkwqf	null	null
13lk5c	null	null
18g08l	null	null
1r27sl	null	null
rebov	null	null
11xk2i	null	null
12c6qi	null	null
1r98rl	null	null
1r05mt	null	null
1l4z46	null	null
mk2zd	null	null
1n5t5e	null	null
iedmu	null	null
1rb6tz	null	null
18e1ew	null	null
1kevsj	null	null
1ln2d1	null	null
1qsnmq	null	null
1cal7y	null	null
1roo8w	null	null
1qk16t	null	null
1r6nbm	null	null
1rq1mr	null	null
1rf2ou	null	null
1ctpcu	null	null
16az9t	null	null
iuugs	null	null
14ujd8	null	null
1bj0iv	null	null
1ro9ey	null	null
14s9bq	null	null
1rcs3a	null	null
1rnw14	null	null
xkfpx	null	null
18w2m1	null	null
1bnqyc	null	null
1hx88u	null	null
1e4pay	null	null
1r2hzw	null	null
1qiphx	null	null
1rdlt7	null	null
1qamu1	null	null
1klxhk	null	null
1qcu7g	null	null
13jgci	null	null
143j 	null	null
1ianzt	null	null
1iqtkf	null	null
1rn9iw	null	null
1rioqs	null	null
1qkbc4	null	null
19jlww	null	null
1rmnhg	null	null
137d4l	null	null
1plazk	null	null
1p2ndo	null	null
1qqc3s	null	null
1r7zv3	null	null
1qq7et	null	null
1rklue	null	null
1fptet	null	null
1dqh8g	null	null
1836wk	null	null
19dgkn	null	null
1pvja9	null	null
1p3non	null	null
1py9vh	null	null
1nnlj7	null	null
1o9n8r	null	null
1qqahe	null	null
1jogii	null	null
17yukm	null	null
1r7vs1	null	null
12ynrr	null	null
1a5nvt	null	null
uk3bx	null	null
1rbjr3	null	null
1r8juf	null	null
1elmox	null	null
1qwqnp	null	null
1frrn8	null	null
1r6mf7	null	null
zw56a	null	null
1r6sag	null	null
1hj39s	null	null
1ntd4n	null	null
1c1qjf	null	null
1r1guj	null	null
1qmski	null	null
1ncdgj	null	null
1re06s	null	null
wpeyj	null	null
1322qu	null	null
1rgkrt	null	null
1rhtct	null	null
1ox8ua	null	null
13izct	null	null
1h55ga	null	null
1qjato	null	null
15agq7	null	null
13xy5i	null	null
1r2qq4	null	null
1ral73	null	null
1r35cx	null	null
1rgwig	null	null
1qdzco	null	null
1q2jg3	null	null
1rlq0w	null	null
1qlkcj	null	null
1rjynh	null	null
vux1c	null	null
t3c1g	null	null
1fv4nt	null	null
1rnwuj	null	null
1i2xy9	null	null
1q7jkn	null	null
19ib7m	null	null
19wuq5	null	null
175f5h	null	null
1rq4tb	null	null
1qs4ws	null	null
1po459	null	null
1rhjav	null	null
13zjm3	null	null
15y5fn	null	null
10i61s	null	null
1rmdwb	null	null
16un0q	null	null
1rd2or	null	null
12uvdj	null	null
1qky67	null	null
1c5dwq	null	null
trr0b	null	null
1jqhxb	null	null
1q19oc	null	null
153pwh	null	null
1q4w7k	null	null
1r5xvj	null	null
1pwgii	null	null
1p9f6u	null	null
1fx8df	null	null
1ihl00	null	null
1r4elw	null	null
1qrf0d	null	null
1qrxnv	null	null
16tqog	null	null
qt1pw	null	null
11f3mn	null	null
vmf2r	null	null
1r1kfr	null	null
1l8jc0	null	null
1q8xo2	null	null
saptc	null	null
1cvxla	null	null
1feq63	null	null
1qheh3	null	null
1gxumm	null	null
1qt7pw	null	null
1iyaqa	null	null
1roo4o	null	null
1dxi9y	null	null
124b7y	null	null
1qlbm4	null	null
1r8b6t	null	null
1ecp5n	null	null
1qq7lu	null	null
1qz4n7	null	null
1r60zu	null	null
1rfec0	null	null
1rlok2	null	null
1r63a1	null	null
1kx7hf	null	null
1qp2ct	null	null
1caoou	null	null
1rl6n6	null	null
1l6kf4	null	null
1r9p9t	null	null
1qfmoy	null	null
1qw9m2	null	null
11avyk	null	null
142uxm	null	null
15grto	null	null
1q1eu5	null	null
1i047v	null	null
1ch2y4	null	null
1qcsb3	null	null
1hkflg	null	null
r22bm	null	null
12erf2	null	null
1rn2qe	null	null
1hjn92	null	null
1rgbiu	null	null
13lek4	null	null
1qfefi	null	null
1r1qk0	null	null
1itgd7	null	null
1acnhn	null	null
1r2bwa	null	null
1r4ow1	null	null
1rjkdw	null	null
1qqzb6	null	null
1q9iu6	null	null
1q8q6g	null	null
1r8a0o	null	null
13egpa	null	null
19z45z	null	null
1ev4vr	null	null
1r1kc3	null	null
1qfg3a	null	null
1rb7ap	null	null
1rmtlh	null	null
1rbnld	null	null
1r7er3	null	null
1b8jov	null	null
1ep9yv	null	null
15bjrn	null	null
1nkkor	null	null
1rbhxz	null	null
1hpb9s	null	null
ytj4w	null	null
1lh9i2	null	null
17ghuz	null	null
1pn07t	null	null
zlpey	null	null
1edo5n	null	null
1r4jdh	null	null
1rqkwa	null	null
1qfxz3	null	null
1cv5bc	null	null
djy 	null	null
1obrsi	null	null
1k0tkl	null	null
1r9icf	null	null
v1xst	null	null
1328k9	null	null
1p1sut	null	null
1rgrnc	null	null
1rk9zn	null	null
1qc6u8	null	null
1h5lu3	null	null
vop8x	null	null
1r8yr6	null	null
1ecieb	null	null
1oo7p4	null	null
1rc9ea	null	null
1f7168	null	null
1lbejz	null	null
10dxjt	null	null
zi74d	null	null
srzg8	null	null
1nwrnr	null	null
1rf21l	null	null
toe5d	null	null
1hufvx	null	null
1l1ya4	null	null
1q v1	null	null
19ddao	null	null
1el1gl	null	null
1q1x1p	null	null
1r1qdh	null	null
lumft	null	null
1rhq9j	null	null
1r7j30	null	null
1ogq9q	null	null
1gyuzy	null	null
1rqdyc	null	null
1q3ofi	null	null
xgmsq	null	null
14zt41	null	null
12lb32	null	null
1qtxzh	null	null
13gipk	null	null
1rc9xn	null	null
1ppy84	null	null
1nnp18	null	null
1r3lhe	null	null
1nmqvy	null	null
15887t	null	null
1r0zyz	null	null
15q6y6	null	null
1q2fj8	null	null
1rkfxo	null	null
n1hj0	null	null
13af8e	null	null
1qer47	null	null
19amp0	null	null
pndav	null	null
1c78fe	null	null
1qwo87	null	null
1qhvof	null	null
1dqpix	null	null
1ona0q	null	null
16olj1	null	null
176uvr	null	null
1qjfan	null	null
17r1k3	null	null
x2uta	null	null
1r3ng0	null	null
1r4327	null	null
1qj0pa	null	null
1nqdld	null	null
1a9xuv	null	null
1i88ev	null	null
1riwy7	null	null
u7u9i	null	null
1qwrj4	null	null
1r7l11	null	null
1rhygt	null	null
1rmvc9	null	null
1qt4fa	null	null
1r6gg2	null	null
1rnt7q	null	null
1rbvn1	null	null
1rh0cv	null	null
mmbgf	null	null
1l9e8d	null	null
1ridcr	null	null
1g9vyq	null	null
14q80p	null	null
1bsmi0	null	null
11yvsh	null	null
1pslf5	null	null
1hvvog	null	null
1av4ww	null	null
1q6x8f	null	null
1rlrjq	null	null
11c3rs	null	null
1phqi5	null	null
1pkzq6	null	null
1mjgkl	null	null
y54m7	null	null
1bhao9	null	null
1r7eyr	null	null
194yb9	null	null
1rjwjd	null	null
1nv03f	null	null
1e6jed	null	null
1qpspf	null	null
1qkkpg	null	null
1agfql	null	null
17vc8z	null	null
1q9d0w	null	null
1jz2du	null	null
1pjokg	null	null
1rczmd	null	null
1e8vvl	null	null
126mkg	null	null
18mzzj	null	null
1jqimr	null	null
1ma3ny	null	null
1qcl73	null	null
1c2dvj	null	null
1qir1g	null	null
15du00	null	null
1g31m9	null	null
1qawwe	null	null
1cjzlo	null	null
1bv8m3	null	null
1raxlr	null	null
1r0hla	null	null
ynci0	null	null
rgpj4	null	null
1o7w47	null	null
1rd1yo	null	null
1nqd8k	null	null
1jnwzp	null	null
1q6zz5	null	null
yyjql	null	null
1embxp	null	null
1rl3va	null	null
1q9op6	null	null
1q3sfc	null	null
169dez	null	null
1l832o	null	null
1ql841	null	null
1qi13f	null	null
1r8ca6	null	null
1rh337	null	null
1pbq6b	null	null
1ovgod	null	null
1ipi6a	null	null
1q81nl	null	null
1qa3zz	null	null
1r72td	null	null
1rlyb7	null	null
ozwb9	null	null
yugsk	null	null
1jhsee	null	null
tgf54	null	null
1pj3nd	null	null
1lfy9h	null	null
1q87j9	null	null
1emf1c	null	null
1n6vlm	null	null
1ocpup	null	null
1r4rao	null	null
1pvrnm	null	null
1o1den	null	null
1o9056	null	null
1qjfuh	null	null
1qimeq	null	null
1ns8g3	null	null
1q302t	null	null
16pke2	null	null
vmpcs	null	null
1867l1	null	null
1awr5c	null	null
1i2wu8	null	null
1rd7fv	null	null
1k018b	null	null
1r4gnr	null	null
1dejga	null	null
1rnbme	null	null
1r3ep0	null	null
rilxf	null	null
1rhx0y	null	null
10b8ke	null	null
ziyx4	null	null
1g32dd	null	null
1r78gb	null	null
1llzrq	null	null
1rdoii	null	null
1mvh82	null	null
1qe3f2	null	null
1ch2ez	null	null
1d5foz	null	null
1rkg47	null	null
1g4efv	null	null
1phu2n	null	null
171vhi	null	null
145g6g	null	null
1qi7ls	null	null
1qdr95	null	null
1pfh4c	null	null
1ip3e2	null	null
1irfkq	null	null
1qoyn2	null	null
1r9r7m	null	null
1rctma	null	null
1bsmog	null	null
tz8sl	null	null
1rci35	null	null
1pd8f9	null	null
1p4d81	null	null
1pwwvs	null	null
1rlg1m	null	null
1lzdak	null	null
1egu23	null	null
1bx7kf	null	null
1rbnhy	null	null
16cx1c	null	null
1g6wo2	null	null
16kqwn	null	null
1r53pz	null	null
1qj7kf	null	null
1rqdb6	null	null
1rbu8e	null	null
10t69c	null	null
1njebt	null	null
1ikvz7	null	null
1l4m4s	null	null
1r5odv	null	null
jjh5o	null	null
11lg0x	null	null
145l7c	null	null
zwcea	null	null
qxnbq	null	null
1o2mg1	null	null
1q3qsj	null	null
11b5s4	null	null
1rdqi0	null	null
1fflct	null	null
1qgptb	null	null
sw2tp	null	null
1ki18h	null	null
15dzc2	null	null
uab5a	null	null
1q30d2	null	null
11tpqe	null	null
ynl05	null	null
1n8w9c	null	null
144yoo	null	null
1qcrmn	null	null
xp5by	null	null
1ra9vc	null	null
1r7fc5	null	null
1r2rjv	null	null
1r4wbh	null	null
1rh1u9	null	null
qkdgx	null	null
vr9db	null	null
1k1gr1	null	null
10nnh7	null	null
1rhmo8	null	null
17vzf4	null	null
1lpioa	null	null
1q3sgg	null	null
r9vbj	null	null
1rml47	null	null
1k8z4y	null	null
1hb0me	null	null
1ainxu	null	null
1rpxs1	null	null
1rqkog	null	null
1qs978	null	null
1k8whq	null	null
1agit9	null	null
1pns7u	null	null
1rhy5m	null	null
1r4snu	null	null
1pidoi	null	null
1phxyo	null	null
1llyf7	null	null
1r4ajk	null	null
1r841y	null	null
1cct6k	null	null
1rhxqx	null	null
1qjwrq	null	null
1p8ke3	null	null
1pdep7	null	null
1rhcmf	null	null
1fv9qi	null	null
1nq9ro	null	null
18oh9j	null	null
17fp9t	null	null
14t5w8	null	null
1pipht	null	null
1d31vd	null	null
1rcb5d	null	null
1qzebu	null	null
1rfgaw	null	null
1ebntm	null	null
1qvv6f	null	null
18t9vt	null	null
1rpvnm	null	null
14yh4d	null	null
1rq42s	null	null
1el3tx	null	null
1o5gn8	null	null
1lmwqy	null	null
1lfnrf	null	null
10hptz	null	null
1r8amq	null	null
1raqn2	null	null
nytps	null	null
1rq930	null	null
1no6nj	null	null
1jwdq4	null	null
1jtczi	null	null
1pqlqr	null	null
oz9pv	null	null
1rq8ku	null	null
1crzuz	null	null
1jajm7	null	null
1hozyk	null	null
1pcyk3	null	null
1e4wwd	null	null
uioe0	null	null
1rl0k3	null	null
1i6stx	null	null
1riyoo	null	null
1rld88	null	null
yy8te	null	null
yz5kj	null	null
1p7lap	null	null
1rnluj	null	null
1rimcy	null	null
1qgjcq	null	null
1pvxl9	null	null
1nb8i5	null	null
1rq9hj	null	null
1re5ge	null	null
wt99s	null	null
1rf0lo	null	null
1rew59	null	null
18qvlk	null	null
12cchk	null	null
141z9w	null	null
1fr1ck	null	null
uxye2	null	null
1rpu4k	null	null
19lhmm	null	null
1co2wp	null	null
1rcijw	null	null
1mjaam	null	null
1embi5	null	null
1co8d2	null	null
1oua5p	null	null
18rd68	null	null
1jk6y7	null	null
1r9jy2	null	null
1524jd	null	null
1rguro	null	null
154l3a	null	null
1mim7s	null	null
zk32q	null	null
1k66vp	null	null
1gr3n4	null	null
1rjic0	null	null
1rih75	null	null
1r2rdc	null	null
1r3sk9	null	null
ykzzw	null	null
1h6z3g	null	null
1egb6i	null	null
1re5x1	null	null
14ja0s	null	null
1rq3u9	null	null
1rjcpb	null	null
11s92n	null	null
1mgx7l	null	null
1r41q4	null	null
158g5e	null	null
1rjsua	null	null
1pjxyd	null	null
1fg31h	null	null
1rkkcu	null	null
1holjb	null	null
1rlh4f	null	null
1rpynz	null	null
mw6ub	null	null
1f71l7	null	null
1qn1ge	null	null
1px2km	null	null
19rvia	null	null
148pd7	null	null
1n16u7	null	null
1r93wx	null	null
1rii6s	null	null
1rifwe	null	null
1qnm1q	null	null
1oobog	null	null
1r4fsf	null	null
1rpkzy	null	null
1rpzge	null	null
1a85ge	null	null
137luk	null	null
z4og6	null	null
1rgxno	null	null
1rhxw9	null	null
1gd1sa	null	null
1mbdrw	null	null
1rd6nk	null	null
12gbj3	null	null
1fx8gs	null	null
atn28	null	null
1lc9zl	null	null
1m2rt5	null	null
1r28r6	null	null
1rlxnj	null	null
1r7r7k	null	null
1rq9cg	null	null
1jfetc	null	null
1rhtzr	null	null
1rahn2	null	null
1r034d	null	null
1px31u	null	null
yt57o	null	null
1rhlbf	null	null
1ren14	null	null
1r70ia	null	null
1qp3n8	null	null
1qlaat	null	null
1o74td	null	null
1pcg2y	null	null
18dpl4	null	null
1riuh6	null	null
15sy0r	null	null
1nvv0c	null	null
16g04i	null	null
11m8lu	null	null
1692on	null	null
1qtp2o	null	null
1ir7tr	null	null
18h2mg	null	null
1nj4si	null	null
1594pw	null	null
1rn6ow	null	null
1f7t4z	null	null
1rhwme	null	null
1rhww1	null	null
u8qil	null	null
1p5y8c	null	null
1967tv	null	null
1a8xwp	null	null
1r518r	null	null
1pb94v	null	null
1aohmu	null	null
rcqpf	null	null
1e524t	null	null
1jf3se	null	null
1r28l6	null	null
1p5d09	null	null
1num6s	null	null
1qbv63	null	null
1ekzca	null	null
1qiooz	null	null
1re5dc	null	null
1rpvqo	null	null
1336qo	null	null
1rp90p	null	null
u9thq	null	null
134hhp	null	null
1rlvaa	null	null
17pmat	null	null
1ph2w2	null	null
1nyphx	null	null
1ldbhi	null	null
1ak1qv	null	null
1pj6hq	null	null
w8eq5	null	null
1nx0rt	null	null
1bpa8f	null	null
15cxab	null	null
lsn6i	null	null
w9s84	null	null
1pny7n	null	null
1pbro2	null	null
1re5i6	null	null
12egel	null	null
1rlj49	null	null
1rqk47	null	null
1finf8	null	null
1qozjx	null	null
1hpb6k	null	null
1o2ucg	null	null
16jwz9	null	null
1oaimh	null	null
1c rf	null	null
1iyjak	null	null
1gwnwf	null	null
1r5410	null	null
1rf8yt	null	null
1r7r85	null	null
1reljs	null	null
1pohxk	null	null
1pyl1v	null	null
15mmad	null	null
12rurd	null	null
1r838i	null	null
1ik9gk	null	null
1ri0la	null	null
arzh7	null	null
1rg2yf	null	null
1rgt9a	null	null
1r2rc0	null	null
1r2dj8	null	null
1r902z	null	null
1577yc	null	null
1dyjyb	null	null
1r3luw	null	null
1rkd8x	null	null
1r7dwx	null	null
1rjfxg	null	null
1rhtuo	null	null
1rp97f	null	null
1ragld	null	null
1rku81	null	null
1rlnq3	null	null
1rblgn	null	null
1mn15c	null	null
1rojwr	null	null
1pbtmk	null	null
xoai5	null	null
12sowz	null	null
1rcrjb	null	null
1fxeb8	null	null
1rapc5	null	null
1ridip	null	null
1rjjax	null	null
1rk0c4	null	null
1qonyj	null	null
1rlpxc	null	null
1lglbo	null	null
1852jb	null	null
1rpp7t	null	null
1row2r	null	null
1remob	null	null
1rpojr	null	null
17p8hs	null	null
1r5tlw	null	null
1rpi3q	null	null
1bc79h	null	null
1o9xy1	null	null
1cbz6q	null	null
1reoba	null	null
1rm8ae	null	null
1rihju	null	null
1qw6dq	null	null
1rar6d	null	null
s732v	null	null
1rljiw	null	null
1m9s8x	null	null
1r251v	null	null
1qu5v4	null	null
1qt5q9	null	null
1rd6vf	null	null
tuohs	null	null
1e5hvp	null	null
1q21xv	null	null
1fjf43	null	null
1nikxc	null	null
19f4x3	null	null
zvycs	null	null
1q4yan	null	null
1anprz	null	null
17i3f5	null	null
1rpob2	null	null
1qd5d7	null	null
1robbw	null	null
1re1pn	null	null
1rf3da	null	null
1qg9cz	null	null
1fql1a	null	null
1r71zo	null	null
1r9f83	null	null
1kznah	null	null
1hd3h2	null	null
1nx54d	null	null
1q4nm6	null	null
1qzx4i	null	null
1h3m8i	null	null
15t7ud	null	null
18l3fo	null	null
11kale	null	null
14aq4n	null	null
1rna91	null	null
1rinda	null	null
1pdzmn	null	null
122ext	null	null
1prvlw	null	null
1qt5u3	null	null
1qhnjg	null	null
1rgovd	null	null
1a4yhv	null	null
1rivjb	null	null
1r8z2e	null	null
1reht0	null	null
1qeqc8	null	null
1qkgre	null	null
1ebb8e	null	null
1r74zw	null	null
1rmmz2	null	null
1i9tr4	null	null
174k6k	null	null
1r8rf4	null	null
q0ugx	null	null
1i4m3t	null	null
15brrd	null	null
unsez	null	null
w6qpa	null	null
1qwzcr	null	null
19e77z	null	null
18913c	null	null
1mlxng	null	null
1rjued	null	null
1jtkvh	null	null
1rhebd	null	null
1o1hls	null	null
1rgcw5	null	null
1dfkde	null	null
14s5lx	null	null
1d5ujz	null	null
1rms4u	null	null
1rjhsq	null	null
1r2lgs	null	null
1e6f 	null	null
1r0ri3	null	null
1r8298	null	null
1rois2	null	null
to96j	null	null
11bn6s	null	null
18lkpd	null	null
14a1eb	null	null
1r6spw	null	null
1mlshh	null	null
1q41rf	null	null
wapno	null	null
11op28	null	null
1pfwh9	null	null
1rigzg	null	null
1rd65f	null	null
1gy4bx	null	null
1rjdny	null	null
1rlysl	null	null
1rnt75	null	null
14one9	null	null
182dbo	null	null
1ptjzt	null	null
1r9i9u	null	null
1pcrxd	null	null
1j87fz	null	null
1rgx88	null	null
17axf3	null	null
rwf0y	null	null
1r9p1y	null	null
1rk5uo	null	null
1qxe8k	null	null
1hal28	null	null
1cu550	null	null
1rlnok	null	null
1mbfg6	null	null
1k7utf	null	null
1nrgpl	null	null
1bzoi7	null	null
1e07ow	null	null
1g1kyw	null	null
1qp5v5	null	null
142c3w	null	null
12mudi	null	null
1rl6aj	null	null
1rlyng	null	null
1e0mkg	null	null
1qih1c	null	null
1rom0a	null	null
1jw54i	null	null
1qwubp	null	null
vxcy8	null	null
1rnrll	null	null
1rgb0p	null	null
1rkfd7	null	null
1ph8e5	null	null
1plaj5	null	null
1p9b2m	null	null
1ron28	null	null
1rf7qh	null	null
w4fwu	null	null
1nqsq8	null	null
1p9s70	null	null
1if46s	null	null
1jx1n4	null	null
1rboc5	null	null
106mr0	null	null
1q9elj	null	null
1i2gn1	null	null
12zh9n	null	null
yacoo	null	null
1q2id6	null	null
1pnqeg	null	null
1qll1x	null	null
1q9edx	null	null
1iw1uy	null	null
1hshj1	null	null
1rged9	null	null
18suor	null	null
1m0rht	null	null
12hjfw	null	null
1ihcet	null	null
1hzn1z	null	null
1n15ao	null	null
1r9bk9	null	null
1lbqii	null	null
126evi	null	null
1qgbcf	null	null
1pyokn	null	null
1lvcpg	null	null
1qjf8p	null	null
1pjhm9	null	null
1qwtzu	null	null
1pksfh	null	null
1rnyoc	null	null
1r7205	null	null
1fe3zz	null	null
1p70cc	null	null
1qmhxz	null	null
1lekal	null	null
1rk8s6	null	null
1qq65t	null	null
1pwhzt	null	null
159iyd	null	null
1bezax	null	null
1pki0s	null	null
1nlyp1	null	null
1p7ozo	null	null
14ocm3	null	null
1qe3i9	null	null
1r649p	null	null
1qpb31	null	null
1rp880	null	null
1pykim	null	null
1rjfeu	null	null
1jr5bq	null	null
1rbr4k	null	null
1r8bzt	null	null
1asmvg	null	null
1r3zkl	null	null
1p6t12	null	null
1qxans	null	null
1gvyyv	null	null
1r8tk5	null	null
1n9o5r	null	null
1ad5ak	null	null
1rorhx	null	null
1rflit	null	null
1rbr8d	null	null
1rhve0	null	null
1rpsyr	null	null
1qk89v	null	null
1rpxz0	null	null
1r76gq	null	null
1rq48t	null	null
1rhx38	null	null
1re85f	null	null
1r15qi	null	null
1rpz1h	null	null
1r1ukk	null	null
1roke6	null	null
sydau	null	null
12zocr	null	null
1rqbqn	null	null
1rkwls	null	null
1rpxvs	null	null
1rdn89	null	null
1rp39o	null	null
1rqjqd	null	null
1rjk92	null	null
1r5x4t	null	null
1ozede	null	null
1rqk57	null	null
1r6ma9	null	null
1pg400	null	null
1os6nm	null	null
1of2s4	null	null
qfy2n	null	null
xao08	null	null
1r8sq0	null	null
1e8x7o	null	null
1o59gs	null	null
1rjfb9	null	null
1rj2xk	null	null
158ga3	null	null
1pam5y	null	null
134qor	null	null
1qxsvo	null	null
xdya5	null	null
12a5p1	null	null
1qguwv	null	null
1bqlpk	null	null
1kx8z8	null	null
119xqv	null	null
o42wf	null	null
1ra5c6	null	null
1qcise	null	null
1j4xzk	null	null
xp7q7	null	null
1bshfb	null	null
1p4cw3	null	null
10xjs4	null	null
1dxg9u	null	null
14hxr1	null	null
10e9ny	null	null
17n1s4	null	null
17ofgu	null	null
1rgo2l	null	null
1rl1o9	null	null
1r14dv	null	null
182ikx	null	null
1lbjlc	null	null
1r5zd8	null	null
1rq2ji	null	null
16mmpp	null	null
1qpwg7	null	null
1roh5n	null	null
1r8b8y	null	null
1a46qv	null	null
1r1wof	null	null
14wgly	null	null
16mma1	null	null
1rq1ho	null	null
1fp61m	null	null
1r5ckr	null	null
mpxj6	null	null
1ferq5	null	null
1rmiqq	null	null
1av22f	null	null
