id	titlescore	titlestd
1261ro	null	null
126ayz	1130	652.241682294
126zkm	null	null
12711q	null	null
127nlr	null	null
127oj4	null	null
127xvn	null	null
1285ca	138.315789474	200.95876839
129f4n	null	null
129jpx	32.0357142857	84.6707835185
129nl7	null	null
129r0e	null	null
129wri	null	null
129xzb	null	null
129zpp	null	null
129zwx	null	null
12a3ke	null	null
12blo2	null	null
12btpk	61	23.6995077305
12bxwl	null	null
12c00l	null	null
12c2vh	null	null
12cg99	null	null
12cjon	null	null
12clyk	null	null
12cqsd	null	null
12dydq	null	null
12dzhi	null	null
12e7lw	null	null
12eexr	null	null
12gc0t	null	null
12gdte	null	null
12glf0	null	null
12i65y	null	null
12idx7	306.962264151	464.323568145
12ipbp	null	null
12iq2u	null	null
12iz6k	null	null
12jiwp	null	null
12kbgh	null	null
12l0l5	null	null
12lb32	null	null
12lx26	164.037037037	316.180970388
12m4yi	null	null
12md10	null	null
12mjfr	null	null
12ns62	null	null
12nuyw	null	null
12nw40	null	null
12nwvt	null	null
12nxjh	null	null
12oe1y	null	null
12opn8	392.75	270.644947302
12p83y	null	null
12pr7o	null	null
12py21	null	null
12q2r9	null	null
12q3ia	269.090909091	369.747281723
12r1pc	null	null
12r7yb	null	null
12rqph	null	null
12rrmr	null	null
12rvyj	null	null
12rxfk	null	null
12rz5m	null	null
12s9t9	null	null
12sk8p	null	null
12sp6l	null	null
12strd	null	null
12tjlq	null	null
12ufzj	null	null
12uor3	null	null
12uosb	null	null
12uwu0	null	null
12v4ir	283.157894737	364.693805213
12v91i	null	null
12viqt	null	null
12wpsy	null	null
12wtr5	null	null
12x3wb	null	null
12xmbg	169.75	176.806921527
12xnja	164.016949153	285.513304717
12y4s3	51.2777777778	125.798253634
12y6u5	136.761363636	260.430325454
12ypbk	null	null
12yy8e	null	null
12z53u	null	null
12z81n	null	null
12zexh	251.939393939	282.637034545
1301jc	null	null
130kc0	null	null
1315le	67.8596491228	247.250738462
13198d	null	null
131zxj	null	null
1324s0	null	null
1325jf	null	null
1329to	null	null
132fzz	null	null
13365k	null	null
133kjv	501.333333333	647.294540547
134l6k	412.721153846	539.752355194
135k6b	170.645833333	378.268092186
135nze	null	null
135szd	318	0
136ihm	null	null
136jfh	null	null
136ki1	null	null
136mzt	null	null
136ncp	null	null
136qoi	null	null
136qzr	null	null
137d4l	289.080808081	361.502187896
137uqu	null	null
138koh	null	null
138yck	200.515151515	406.137095917
139be3	null	null
139i4g	null	null
139mgl	null	null
13aah2	null	null
13afye	null	null
13aoe2	null	null
13arfy	null	null
13avvw	null	null
13az75	null	null
13b2re	null	null
13b93a	null	null
13b9ld	null	null
13ckzb	316.4	442.125593016
13cpji	null	null
13cz8l	158.6	140.137218468
13d7n2	null	null
13dve0	null	null
13dvny	159	222.033030576
13dzdl	null	null
13f86a	null	null
13fj4b	null	null
13h20i	null	null
13i551	null	null
13i9sk	null	null
13ia8q	null	null
13ij69	105	0
13ijzn	null	null
13isdz	null	null
13izct	1112.2	765.851003786
13jqqw	null	null
13k3zy	null	null
13krgy	null	null
13kvf6	null	null
13kw5g	119.25	72.5616117517
13lkks	null	null
13lq2y	488.158415842	573.129289799
13m1jy	null	null
13mdll	317	35
13n7jp	143.818181818	160.475893506
13nktw	155	315.22880579
13nqe3	null	null
13o60j	null	null
13ox3k	116	167.421623454
13ox4p	null	null
13p1gs	null	null
13prla	485.285714286	477.859726664
13pvak	null	null
13qdwa	null	null
13qrob	null	null
13r2fj	null	null
13r85f	122.5	110.241779739
13t3d5	null	null
13t4rf	219.454545455	317.210259834
13t7j5	null	null
13tfu5	null	null
13tgui	null	null
13thrn	null	null
13tmxl	null	null
13ty8f	181.065217391	297.439683485
13vbmq	null	null
13vdsd	null	null
13vg7q	null	null
13vgjm	null	null
13vkfc	null	null
13vmq6	null	null
13w07e	null	null
13w6xo	null	null
13wpj8	307.176470588	568.180608744
13x8xb	null	null
13xgfk	null	null
13xjq7	null	null
13xmu1	null	null
13xo3b	null	null
13xqmw	null	null
13y0vs	null	null
13y2c1	null	null
13ydz7	null	null
13zfbn	null	null
13zge0	null	null
13zkcd	null	null
13zlsg	null	null
13zmy5	null	null
13zpmv	354.208333333	356.162413697
13zs3n	null	null
1403nr	null	null
141ic0	879	929.729261667
141riw	null	null
14246s	null	null
142c3w	345.232323232	406.282526674
142ivo	null	null
142m0f	null	null
143kct	null	null
143tuf	null	null
144dcp	null	null
144eqc	null	null
144sx7	null	null
145erp	null	null
145g6g	null	null
145l7c	211.137931034	322.718380928
14602y	null	null
1466w8	308.828282828	450.130487039
146zb6	null	null
1478ru	null	null
147csw	null	null
147i4o	null	null
147kud	null	null
147oac	null	null
148nne	null	null
149fgx	null	null
149jjc	null	null
149se2	null	null
14aamw	null	null
14ab2p	null	null
14bbms	237.53125	568.554031314
14bg1g	null	null
14bxvc	null	null
14bzib	null	null
14c9tl	null	null
14cjnb	null	null
14csmt	null	null
14d2jo	null	null
14dlj2	null	null
14dr8j	null	null
14drdr	null	null
14dsun	244	114
14dztk	null	null
14eivg	null	null
14fy5t	null	null
14g2kg	null	null
14g34r	null	null
14gelf	null	null
14gmlz	null	null
14gvoi	null	null
14h52a	null	null
14hx9q	null	null
14hxr1	106.25	55.3234805485
14i6uj	null	null
14iehu	null	null
14iqr7	null	null
14j9lz	105.371428571	382.593287899
14jbaj	null	null
14ju53	null	null
14jyh5	null	null
14k2ty	null	null
14kcgr	null	null
14kl5o	null	null
14kwlz	null	null
14ll83	null	null
14lpji	null	null
14m88h	null	null
14m8n7	111.475609756	336.470370732
14mbsp	null	null
14mi8b	null	null
14n32s	null	null
14nupo	null	null
14nw7f	null	null
14nzc6	null	null
14o1ez	null	null
14o5ff	null	null
14ode9	null	null
14oyzz	null	null
14p1a0	41	0
14pzqv	null	null
14pzwa	null	null
14q2uk	null	null
14q6s7	null	null
14q80p	null	null
14qicv	184.046511628	157.108606116
14qjat	453.153846154	419.559447728
14qp4z	null	null
14qt3z	null	null
14r5bp	null	null
14rfsq	84.25	65.0648714746
14s9bt	null	null
14sbix	null	null
14sd9w	null	null
14svdd	192.202020202	245.358405331
14t5w8	285	0
14tnvo	null	null
14ucrd	null	null
14udi2	null	null
14udmg	null	null
14uf6l	null	null
14umsz	null	null
14uvqi	null	null
14w0hx	null	null
14w5kd	null	null
14w9zt	266.929292929	381.134835298
14wsbm	506.5	583.550554794
14wuki	null	null
14x0pe	null	null
14x1ji	null	null
14x5bi	null	null
14x74g	37.8395061728	127.028280781
14xflg	null	null
14xxmo	null	null
14yh4d	126.105263158	224.844092901
14ykag	null	null
14za80	null	null
14znrm	null	null
14zoo9	null	null
14zvuu	73.5	54.5
1500f2	null	null
1504pk	null	null
1506xn	126.343434343	211.526876369
1509iy	null	null
1528y3	null	null
152p00	null	null
152sf2	null	null
1536h1	909.666666667	832.859465269
153ow8	null	null
153r37	null	null
154etw	null	null
155bxf	null	null
1560zy	null	null
1561xd	null	null
1563qq	507.714285714	639.871798384
156d5z	28.08	56.2102624082
156njf	null	null
157hcz	null	null
157o5q	null	null
157u33	null	null
15803j	null	null
15844f	null	null
15887t	423.416666667	597.14172778
158a2l	null	null
158d1z	null	null
158syl	null	null
1594pw	110.049808429	232.034978474
159g16	null	null
159g3v	null	null
159kdp	null	null
15a3ys	null	null
15alv6	null	null
15b0lh	null	null
15bsqs	null	null
15c2ud	null	null
15cf72	null	null
15clrl	null	null
15csx9	null	null
15disz	null	null
15dk3y	null	null
15dnsf	null	null
15dxum	null	null
15f6pl	null	null
15fcis	null	null
15fkfk	null	null
15flrc	null	null
15fuqc	175.777777778	255.904873249
15g8su	null	null
15gucb	39.5	13.5
15hax5	null	null
15hpov	null	null
15iee0	null	null
15j7bz	null	null
15j9nd	null	null
15japq	null	null
15js57	null	null
15klpx	null	null
15kplu	null	null
15krjt	null	null
15l1wo	null	null
15ldks	null	null
15maej	null	null
15mvqk	null	null
15o7bu	null	null
15omyt	null	null
15owe7	null	null
15q91c	797.5	380.5
15qbxv	null	null
15r1p4	null	null
15rpg5	null	null
15s18i	418.87195122	631.315749104
15sqpi	null	null
15sy0r	84.2068429238	246.063020572
15tf57	88.5	48.5
15tpzr	null	null
15ts8a	120.102040816	194.698222259
15u0xs	null	null
15u67h	null	null
15vdky	null	null
15vq2a	null	null
15vu85	null	null
15vwle	234.141414141	389.15139507
15vx48	null	null
15w22u	null	null
15w3ia	null	null
15wlgs	null	null
15x1jp	null	null
15xr10	null	null
15xuyq	null	null
15y 9	null	null
15yhae	null	null
15yits	null	null
15zroc	83.31	176.112617095
16080s	null	null
1608df	null	null
160pi1	null	null
161ah9	null	null
161g1p	null	null
1626tf	null	null
162nra	null	null
162qiz	null	null
16318f	null	null
16392m	null	null
163ome	null	null
163ux0	null	null
164hff	300.624365482	430.576111544
164y8o	null	null
1657gi	null	null
166rry	783.04040404	635.718855324
1673hi	null	null
16772s	null	null
16794r	null	null
167ljb	null	null
167r62	null	null
16869t	null	null
168sfs	null	null
1692on	194.296442688	302.272700784
169dez	190.4	231.191673726
169e1e	null	null
169p24	null	null
16a5ct	null	null
16aglc	null	null
16amrv	237.4	260.267862019
16bchm	null	null
16byk2	null	null
16c0ba	null	null
16cp05	null	null
16cx1c	196.158536585	243.12736146
16dlvk	null	null
16dm9j	null	null
16dpwo	null	null
16e39l	null	null
16edec	null	null
16flwh	null	null
16frua	null	null
16fud7	null	null
16g04i	199.198924731	503.834719513
16gp94	null	null
16gtb5	null	null
16h93p	null	null
16hhre	92.4375	266.408278951
16hjmm	null	null
16hpre	79.3516483516	195.461492435
16htfp	null	null
16hv6n	null	null
16hz9g	null	null
16iwpi	null	null
16k04k	null	null
16kjiq	null	null
16kqwn	154.54	285.606387183
16ksck	null	null
16l56a	245.5	300.345339114
16llac	null	null
16mb9a	657.333333333	753.049504054
16mc4r	null	null
16msw1	null	null
16olj1	28	0
16olt3	235.764150943	369.946287582
16ooic	null	null
16ouac	null	null
16oup0	null	null
16p37u	54.8823529412	101.293912687
16p4gm	347.313131313	368.576887706
16p7ru	null	null
16pke2	82.8043478261	129.555363282
16qyy7	null	null
16r84w	null	null
16rcfx	null	null
16rf74	null	null
16rmye	null	null
16rn27	null	null
16sbz5	null	null
16t2ei	null	null
16th7q	315.581632653	486.691850786
16tp2q	null	null
16u1dv	null	null
16uvih	null	null
16uy2i	null	null
16v93w	null	null
16vdm2	48.5	25.5
16vduq	316.494949495	533.660115299
16vy5y	null	null
16w3xz	null	null
16w70v	264.313131313	255.940911997
16wl9y	null	null
16wxkq	null	null
16xjnc	null	null
16xowv	233.0625	184.524547402
16xp6g	null	null
16xu5w	null	null
16y2uq	null	null
16yb1b	null	null
16yw9e	null	null
16ziua	null	null
16zp39	213.222222222	349.345811585
16zqr7	null	null
16ztr6	null	null
170elh	null	null
170tzo	null	null
170ufz	null	null
172bbj	null	null
172yjj	null	null
1731a2	null	null
173fyl	null	null
173whn	null	null
174ayf	261.75	143.301038028
174ca7	78	149.303318011
174iwk	null	null
174k6k	null	null
174oql	null	null
174qki	null	null
174t1f	21.9285714286	44.7747765181
174xbq	null	null
175cug	404.5	418.528274632
175dpw	null	null
175tld	null	null
176wee	210.816326531	323.700773484
176yv7	230.435294118	352.091146189
1779b7	null	null
177drh	null	null
1780ja	null	null
178etk	null	null
179ard	null	null
179hky	null	null
179x5u	null	null
17akqr	null	null
17awzq	null	null
17b4kq	null	null
17buv5	null	null
17c6wr	217.171717172	334.763720094
17cvo8	null	null
17d1dw	756.55	773.743424851
17dhhr	null	null
17fk8e	null	null
17g8wr	555.25	704.994459198
17gcrx	null	null
17h1fi	null	null
17htsj	null	null
17huya	null	null
17i0kq	null	null
17j2hu	null	null
17jqe6	281.563636364	377.114391309
17jwep	471.714285714	486.212685468
17jx 	null	null
17k65s	null	null
17k8b7	null	null
17kdr3	null	null
17krti	null	null
17kvco	103	94
17lhf3	null	null
17lld4	35.4155844156	158.157110006
17lqrc	null	null
17lr4i	null	null
17ltjl	null	null
17mlfe	null	null
17mok1	null	null
17mpe5	null	null
17n1ht	null	null
17n2k5	null	null
17ng27	null	null
17no0w	null	null
17odeq	null	null
17ohn2	null	null
17osan	null	null
17ov1a	null	null
17ozs4	null	null
17pgxk	null	null
17qah9	234.642857143	483.862328975
17qaqm	null	null
17qe71	null	null
17r1k3	197.375	208.193382159
17r8f6	null	null
17ragr	75.25	61.2428567263
17ritg	null	null
17rruh	null	null
17s757	null	null
17sfkv	null	null
17siae	null	null
17skv9	null	null
17st7v	null	null
17t0ju	null	null
17t2cd	null	null
17t4n8	null	null
17t64h	null	null
17tbj0	null	null
17tgvb	null	null
17tx0j	null	null
17uwaf	null	null
17v5xb	1.5	0.5
17v8ld	null	null
17v99j	402.343434343	469.424301653
17v9bz	null	null
17vc8z	255.5	283.611089346
17vihj	null	null
17vkdc	null	null
17vm7g	204.919191919	299.66687487
17vn19	474	199.592585033
17vta5	null	null
17wekr	null	null
17xjyu	null	null
17xlr3	340.292134831	419.36991802
17xmbn	87.8571428571	98.162297929
17xoho	56.3697478992	113.379771257
17y56k	null	null
17ye6i	null	null
17yf9o	null	null
17zf58	null	null
17zs73	null	null
17ztge	null	null
17ztnm	null	null
180c5h	45.1894736842	125.605254226
180f95	null	null
180jqw	null	null
180l9i	null	null
181ag1	null	null
181x1h	null	null
18239m	null	null
182cm4	null	null
182ikx	null	null
182nk3	null	null
182tmd	null	null
182uqb	null	null
183fqi	339.525252525	274.154728245
183gn2	319	318
183ojm	null	null
183x59	null	null
1847g2	null	null
184qb5	null	null
184z3k	null	null
18514s	null	null
1852bj	null	null
185hzz	null	null
186f4k	null	null
186in8	null	null
186yhq	null	null
1872f0	null	null
187toj	null	null
1889k5	null	null
188s7x	null	null
1894b8	null	null
1895g0	1059	0
189d22	272.444444444	403.135544347
189j7v	null	null
189r6y	307.929292929	414.497316401
18ay69	null	null
18az8t	null	null
18azov	259.714285714	708.516938189
18b199	null	null
18b7zo	128.5	34.5
18b9qd	39.2173913043	123.936153451
18bfns	373.65	456.779079534
18bko5	null	null
18bq6h	null	null
18bqww	null	null
18c04q	null	null
18c8aq	91.7954545455	300.1018448
18d15o	null	null
18dp6w	null	null
18dpl4	267.04040404	303.456482467
18dr6g	243.893333333	515.576352531
18drcf	null	null
18e1ew	113.25	74.5297759288
18e8pa	null	null
18eao3	null	null
18ecid	null	null
18emq9	null	null
18eyqx	null	null
18fvj5	null	null
18fycw	null	null
18g2j6	null	null
18gbpf	null	null
18gnmd	232.676767677	301.222017126
18h2mg	203.917562724	287.887604412
18hl1l	null	null
18i7eu	null	null
18ibpd	193.646464646	358.99191947
18idke	430.538461538	566.929328846
18ifch	null	null
18ix2c	null	null
18j7fi	null	null
18j7ni	349.942307692	397.496947906
18jlm4	null	null
18kqvv	null	null
18ku8z	null	null
18l2h4	null	null
18l76k	null	null
18lc10	1187.98	587.380659879
18ljf7	null	null
18lkpd	162.5625	374.344087831
18nbi4	null	null
18o47p	null	null
18ogn0	null	null
18ogx4	226.01010101	323.290359373
18otev	null	null
18p40q	null	null
18pcb0	null	null
18q0qo	null	null
18q3zm	null	null
18qci1	null	null
18qx6e	null	null
18r6cy	null	null
18sh0o	null	null
18suth	null	null
18t3n7	null	null
18t3y5	null	null
18tjyp	null	null
18vqt2	null	null
18vvzk	null	null
18w0cx	null	null
18wh4r	null	null
18wng6	null	null
18xxq0	null	null
18y2ry	null	null
18y7xr	null	null
18ya1k	null	null
18yhgn	null	null
18yk9o	null	null
18yp2x	null	null
18yphm	null	null
18z1ew	null	null
18z74p	null	null
18ztow	null	null
18zxa6	null	null
18zykx	null	null
18zz4w	876.97979798	692.202822204
19 8r	null	null
190ixx	null	null
190le5	null	null
190qyf	null	null
1918z4	null	null
1922nh	null	null
192gzn	13.3673469388	30.9058437626
192ywk	null	null
193oue	null	null
193t0n	null	null
1941ck	null	null
194qln	null	null
194yb9	95.625	125.444148429
195efa	250.747474747	314.581695751
1967tv	202.229166667	275.387548101
196jj4	460.636363636	603.402213623
196y6i	null	null
19728n	null	null
1974p9	null	null
197eyg	96.8817204301	210.148685175
197v8u	null	null
198f9r	null	null
19901b	null	null
1998hi	null	null
199p7j	null	null
19abp8	null	null
19ada8	null	null
19ajf5	null	null
19as5x	null	null
19az29	null	null
19b00u	null	null
19b2uh	null	null
19bj75	null	null
19bq6z	10	0
19ccgg	null	null
19cecm	1049.92982456	665.277988583
19ci1a	null	null
19cswc	49.25	67.3660708369
19dc13	null	null
19dlrf	null	null
19e77z	null	null
19emql	null	null
19f4x3	137.166666667	136.985907629
19fmjf	null	null
19g171	null	null
19gmpl	6	0
19goif	null	null
19gvqg	381	428.597046853
19gy0u	null	null
19gyjw	null	null
19h7zl	null	null
19ifue	null	null
19ipsw	207.714285714	171.380429748
19iq03	null	null
19j3xu	1498	0
19j808	null	null
19j8mt	null	null
19jmr7	null	null
19k50v	null	null
19kt9q	45.3333333333	26.637484032
19l9we	null	null
19ld0q	null	null
19lmqg	null	null
19lsqm	null	null
19luex	41	0
19m7zh	null	null
19mayn	null	null
19mw61	null	null
19n8im	null	null
19nec4	null	null
19ngr1	null	null
19no62	null	null
19nzgo	62.2159090909	135.627367919
19oc1g	null	null
19ocn7	null	null
19odv0	null	null
19oyf9	null	null
19oyyl	null	null
19p31x	null	null
19pbnd	174.444444444	233.597522395
19pgf6	null	null
19pmwg	null	null
19prr7	null	null
19q4sz	null	null
19q6h7	null	null
19qhhn	202.15	240.163751428
19r2n6	null	null
19rhg2	null	null
19rvia	264.625	308.149289104
19seg1	null	null
19smkd	null	null
19sn5p	290.95959596	276.299717193
19teog	null	null
19twkq	null	null
19u4tz	24	0
19ufwz	null	null
19uotl	null	null
19uzbx	null	null
19v29r	null	null
19v84n	null	null
19varp	null	null
19vhfm	null	null
19vkxl	null	null
19vwhs	23.8	54.3427803648
19wobb	null	null
19wtlk	null	null
19wvon	null	null
19xbnz	null	null
19xgsr	null	null
19xvkl	null	null
19y0np	270.060606061	370.834680098
19y45h	null	null
19ytty	250.343434343	278.036737694
19yv31	null	null
19yyfg	null	null
19yzp3	null	null
19z14s	null	null
19z45z	67.6666666667	80.1554046143
19zbtk	null	null
19ztos	null	null
1a0ee1	null	null
1a0od4	null	null
1a12zt	null	null
1a170u	null	null
1a1p7r	null	null
1a1pm9	null	null
1a1vn2	269.441558442	484.769981431
1a2t1p	null	null
1a30a9	null	null
1a36lf	null	null
1a3ur0	null	null
1a3vaa	null	null
1a48bp	4	1
1a4atp	null	null
1a4rox	null	null
1a4skt	34.4285714286	48.511728016
1a54me	242.868686869	322.45599955
1a5djb	null	null
1a5kda	null	null
1a645y	null	null
1a6amo	null	null
1a76qj	null	null
1a79wn	null	null
1a7mlq	null	null
1a7mnx	null	null
1a7o5h	null	null
1a7pja	283.848484848	369.285670364
1a7zzk	null	null
1a84wp	960.771428571	678.78766239
1a88b5	null	null
1a8ipr	null	null
1a8xwp	99.8777777778	284.573358157
1aa5m0	null	null
1aa6xx	null	null
1aad84	null	null
1aaf3r	null	null
1aag4e	null	null
1aawld	null	null
1abeqp	null	null
1abnij	632.157068063	725.083180958
1abszy	40.0405405405	126.121610038
1abunt	102.333333333	35.6495285928
1ac4pj	null	null
1acb0b	null	null
1acolq	null	null
1acxc1	135.516483516	388.716608054
1acyrz	null	null
1add1u	null	null
1adm0k	null	null
1aeqpv	null	null
1aeqxi	null	null
1aerym	null	null
1aev1v	null	null
1af75p	null	null
1afin4	null	null
1afr0l	null	null
1ag8ha	null	null
1agit9	null	null
1agon8	null	null
1agpwd	null	null
1agrzu	null	null
1agu9x	857.565656566	690.310736086
1agz7g	null	null
1ah71e	null	null
1ahn0m	null	null
1aijf7	null	null
1ailv6	null	null
1ainub	null	null
1aitg5	null	null
1ajlxe	null	null
1ajp7w	210.5	124.10445869
1ajqki	null	null
1ajsmi	290.6875	316.117011317
1akknu	null	null
1akyjj	null	null
1alf6f	278.2	172.868042159
1allii	null	null
1alra7	null	null
1am5dj	null	null
1ameko	null	null
1amimq	null	null
1amnsj	null	null
1amtbj	null	null
1amtis	null	null
1anprz	378	494.474131443
1ao8wa	null	null
1aohmu	278.861111111	367.413758042
1aolsu	null	null
1ap155	null	null
1ap692	null	null
1aqee9	null	null
1aqz51	null	null
1artru	219.083333333	295.037132785
1arwld	null	null
1asrne	null	null
1astv8	null	null
1at3d3	310.666666667	276.047499938
1aunv7	null	null
1av4ww	215.090909091	323.769062569
1avpql	null	null
1awr5c	196.484848485	345.881697637
1awx8d	null	null
1ax4ud	null	null
1ax91t	null	null
1axclj	null	null
1ay2en	null	null
1ay79g	null	null
1ayn8j	null	null
1ayrhn	null	null
1aysta	null	null
1ayy29	null	null
1az2hm	null	null
1az89m	552	136.779628113
1azhhk	null	null
1azr7w	null	null
1aztqr	null	null
1b0bhy	null	null
1b0eyo	19	8.0415587212
1b0n99	260	128
1b0zh8	null	null
1b16oz	null	null
1b1cws	373.555555556	500.008307451
1b1kt3	null	null
1b1og6	null	null
1b1qfe	41.0210526316	126.314142972
1b2453	null	null
1b2qw4	null	null
1b3kmd	null	null
1b3xll	137.817073171	251.115323233
1b41j1	null	null
1b45bk	null	null
1b48ek	null	null
1b4iys	null	null
1b4mnf	null	null
1b4ny6	null	null
1b4q6x	null	null
1b4xcq	null	null
1b59xg	null	null
1b63sv	null	null
1b63zg	null	null
1b69ih	null	null
1b6dyp	null	null
1b6slt	null	null
1b6swt	null	null
1b6zwb	null	null
1b7ban	null	null
1b7qfj	null	null
1b828m	null	null
1b8etp	null	null
1b8mxa	96	1
1b8t8s	null	null
1b966w	null	null
1b9w6r	null	null
1ba8ic	null	null
1bag6d	null	null
1bar87	null	null
1bau99	null	null
1bb5dq	null	null
1bb5xn	null	null
1bbdzp	59.1666666667	50.6076959453
1bbs8n	null	null
1bbvlk	null	null
1bcbpw	null	null
1bced1	34.5833333333	56.8425579024
1bcqnu	null	null
1bcscs	null	null
1bczm6	null	null
1be2ek	null	null
1bf3qe	null	null
1bfb30	null	null
1bfh88	null	null
1bfx0t	398.25	610.522470921
1bhd4f	null	null
1bhw6y	450.928571429	779.153184794
1bidvw	null	null
1bieaw	null	null
1bigta	null	null
1bj9ye	null	null
1bjz16	458.65	529.976515989
1bk4cs	null	null
1bl2qz	null	null
1bnr7q	null	null
1bnu2s	null	null
1bo24h	null	null
1bowyz	null	null
1bp7g5	null	null
1bpmcy	null	null
1bq7r7	null	null
1bqhds	null	null
1bqlpk	195.84375	216.638972339
1bqpfz	null	null
1br0 	null	null
1br122	null	null
1br8ff	null	null
1brnsy	null	null
1brq09	null	null
1brq1x	null	null
1brtw8	null	null
1bs2c7	null	null
1bsmog	120.203389831	102.363721669
1bsnt7	null	null
1bt0so	null	null
1btabu	null	null
1buejy	null	null
1buhx0	null	null
1buyoe	null	null
1bvhqb	295.115942029	463.91477029
1bvrcw	null	null
1bvure	100.9375	192.04973382
1bvwi0	null	null
1bwa6z	null	null
1bwwgc	null	null
1bwza2	null	null
1bx3e0	null	null
1bxbzk	null	null
1bxk4c	526.428571429	980.061055991
1bxyf6	null	null
1by3ec	null	null
1bzjrd	null	null
1bzqos	null	null
1c05es	null	null
1c07lk	null	null
1c0deo	null	null
1c0hi0	null	null
1c0uku	null	null
1c19hx	null	null
1c1eh9	null	null
1c1op4	987.5	1027.2010514
1c1rqo	null	null
1c246j	null	null
1c292m	null	null
1c2dvj	74	0
1c2dvo	244.949494949	315.616452239
1c35zw	1176.30693069	596.107185899
